SaleID,price
200000,1116.084140260306
200001,1696.2165652916979
200002,8874.374200482138
200003,1349.8369107501117
200004,2072.492029204358
200005,923.4952903575469
200006,481.5840814688255
200007,3547.79682525945
200008,13408.813952796007
200009,539.1824388962245
200010,556.5715021597966
200011,2584.86347218604
200012,5669.687485038163
200013,7691.020441449584
200014,2002.3686645447503
200015,242.18067008145903
200016,1689.9395353147065
200017,8463.14487191734
200018,7165.576127910187
200019,537.7856451761982
200020,24894.873673177943
200021,7331.844717531927
200022,2026.36482207146
200023,1646.046451091494
200024,543.8000328426638
200025,9719.133311323467
200026,448.4488385947138
200027,12359.317779613824
200028,4626.6834960955875
200029,7491.153190034283
200030,18709.116978791048
200031,13449.132040412795
200032,553.7003920935217
200033,13940.58525406016
200034,743.5498452256493
200035,1807.2145556088053
200036,15059.294235491403
200037,6012.322465158438
200038,1408.7762353971752
200039,306.5703257657956
200040,560.5429548425021
200041,28833.063089113297
200042,477.0974261494298
200043,7411.682585459321
200044,18261.023418657933
200045,706.4755797994335
200046,16305.836610512386
200047,17294.691083196827
200048,2100.9094372702766
200049,2879.1902659519637
200050,654.4440987072753
200051,4381.980373855293
200052,2942.1683977913317
200053,239.53575580345387
200054,14055.011848227188
200055,10624.21600928448
200056,8282.087252617284
200057,3148.5176799534393
200058,1294.775138247126
200059,5184.093896994614
200060,8117.250566073585
200061,1098.8432878034487
200062,4794.60900288338
200063,9509.655894355206
200064,1134.524770877604
200065,1973.078538734303
200066,540.3218034257063
200067,10311.149866761703
200068,128.10439485271684
200069,17484.526236825484
200070,8568.020258445022
200071,316.5473808231269
200072,6109.400157131843
200073,17852.313809416002
200074,4291.81339077653
200075,15488.376719046648
200076,2641.6933129935396
200077,434.17694773162657
200078,304.05680996956244
200079,2965.8963851131466
200080,3605.2606409159534
200081,1887.7114667355936
200082,3970.053409888971
200083,442.2602339939696
200084,1347.7574857908812
200085,1831.1680862386202
200086,6985.985527967365
200087,3360.0812542762474
200088,2648.3925820082713
