SaleID,price
0,1195.863700068054
1,1701.0652231025517
2,8526.999848059862
3,1237.0324131386512
4,2060.3904843123964
5,1079.4563858426634
6,442.91098565597923
7,3418.962431447736
8,13078.176938381737
9,552.5437724888096
10,596.12503807728
11,2523.2197309852036
12,5528.796572210254
13,7912.922885799462
14,2109.9039463340987
15,307.8993497187128
16,1803.7973507994398
17,8235.75097851865
18,6798.216346672696
19,629.1013796892676
20,24809.689961444335
21,7332.615169872597
22,2088.426906621473
23,1555.7887032887402
24,630.3056271812169
25,8790.590485586004
26,646.0761036079206
27,12589.6333763296
28,4610.944483222871
29,7707.681032379123
30,18562.476282733624
31,13069.018666209176
32,590.0647826265537
33,14022.97124518458
34,849.1681832525358
35,1848.8474145940113
36,14677.545825332425
37,6328.821928899306
38,1444.708276930252
39,332.0397560194774
40,583.4811723469171
41,25689.05800909379
42,442.1760401895697
43,7576.85735821639
44,19206.56215130641
45,679.667720244941
46,15881.524152560603
47,16955.862723854145
48,2184.037704729261
49,3051.803159879163
50,831.1528899846993
51,4495.538458868902
52,3027.7083615260685
53,372.2358582208923
54,14019.58136096951
55,10236.851901957674
56,8212.421206888323
57,3198.8618871435065
58,1372.0447596090075
59,5196.928812631716
60,8463.431417601507
61,1315.405671652149
62,4841.271140910383
63,9385.644342693264
64,1306.1982669174693
65,1982.2619918659184
66,550.5500793879359
67,10511.793104660117
68,210.01343449312185
69,17962.046464365085
70,8798.63609123936
71,417.1510652859209
72,5889.386048047772
73,18113.737918502058
74,4233.393653878204
75,14644.551480145361
76,3599.609313688898
77,479.7743636711119
78,349.5236388486482
79,2941.511888356202
80,3447.961961181917
81,2010.9784243395152
82,3943.9921737310624
83,416.49969068097045
84,1351.6910940152882
85,1888.2113778263745
86,6844.589241830227
87,3439.3054718895446
88,2625.137774645303
89,39436.53020481462
90,3079.638263991379
91,356.34847046849757
92,1937.5170041840222
93,16945.689022231432
94,6772.760160834964
95,5514.454795376485
96,2396.988553506815
97,1226.6204254368633
98,419.1190373898122
99,21610.941623347575
100,21615.873685525534
101,8637.415549189547
102,1722.4985238800232
103,10263.580415258162
104,5519.492836872125
105,3338.7495021755494
106,9243.610378586065
107,1813.4605120317542
108,15350.957368194624
109,8353.565488812828
110,1256.7176051432823
111,1590.5699595686622
112,1801.9261892797272
113,517.4259727993287
114,2473.0902166183996
115,1381.5928339917457
116,13227.279919215216
117,17148.00615558919
118,60267.26034563227
119,276.1503817758901
120,3353.720145341924
121,2838.621973001913
122,699.823135989702
123,2207.1067205096288
124,53997.334424394125
125,792.3541009342727
126,3109.7073491431515
127,15567.977558207082
128,1684.5038150314529
129,5562.701189037863
130,4083.834295728035
131,3015.564276723088
132,1206.1662224938189
133,2727.3030847599443
134,1152.595386621614
135,2699.4529206888847
136,3672.8956765371045
137,1303.649498973407
138,9946.614058946716
139,6462.949700456478
140,2511.956267492623
141,1313.021732233295
142,5197.6104239750575
143,7873.885405023258
144,1170.3925124032205
145,5778.287091819705
146,2472.7539065329793
147,4213.096171011042
148,2332.068654384754
149,276.8678730655806
150,10902.231372069004
151,4692.905859663726
152,560.979672279784
153,463.48176255883084
154,7501.045544766483
155,3198.9036364306526
156,16455.740706889206
157,8777.018056569173
158,11132.351069257977
159,16549.880251212977
160,6896.736250784925
161,7082.9650632349385
162,6407.4389489186215
163,764.2171483023876
164,16497.474808413004
165,15588.046287554607
166,25296.84269699343
167,3288.285886462275
168,39534.129718997254
169,844.8887228861373
170,2348.566538668522
171,8621.884867625495
172,2140.7604452665787
173,34522.11579648226
